Reference,SiteID,Treatment,Treatment description,Latitude,Longitude,elevation_m,DataLevel,PubYear,StudyYear,Fertilizer_Type,Avg_Fert_N_Rate_kgNha,Land_Type,Country,Location,MeanPrec_mm,MeanTemp_c,Soil_Type_Pub,Soil_Type,Sand,Silt,Clay,soilC_perc,soilN_perc,pH,CEC,BD,Drainage,Precrop,Crop,Residues,soil_tillage,Irrigation,Liming,Study_Fertilizer_type,Fertilizer_additives,Appl_time,Appl_Mode,No_Appl,OMAD_applied,OMAD_Type,OMAD_Kg_N_ha,OMAD_CN,Total_kg_N_ha,N2OSampleMethod,Chamber_size_m3,chmbr_measurement_length_minutes,DM_crop_yield_t_ha,avg_Biomass_yield_t_ha
quayle.39,"Griffith, New South Wales",RED_Irri,reduced deficit irrigation,-34.324,146.068,NA,NA,2016,2014,DAP & urea,172.5,cropland,Australia,"Griffith, New South Wales",NA,13.1,NA,sandy clay loam,50.6,19.3,30.1,NA,NA,6.83,NA,1.45,NA,NA,wheat,NA,NA,y,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0.15,chamber,NA,NA,NA,NA
quayle.39,"Griffith, New South Wales",RED_DMPP,reduced deficit irrigation with DMPP inhibitor,-34.324,146.068,NA,NA,2016,2014,DAP & urea,172.5,cropland,Australia,"Griffith, New South Wales",NA,13.1,NA,sandy clay loam,50.6,19.3,30.1,NA,NA,6.83,NA,1.45,NA,NA,wheat,NA,NA,y,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0.03,chamber,NA,NA,NA,NA
quayle.33,Willbriggie,30mm_Irri,urea with 12 irrigation events of 30mm,-34.48,145.95,NA,NA,2015,2014,urea,300,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,sandy clay loam,50.6,19.3,30.1,1.18,NA,6.83,NA,1.45,NA,NA,sorghum,NA,NA,y,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0.88,chamber,NA,NA,NA,NA
quayle.33,Willbriggie,60mm_Irri,urea with 6 irrigation events of 60 mm,-34.48,145.95,NA,NA,2015,2014,urea,300,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,sandy clay loam,50.6,19.3,30.1,1.18,NA,6.83,NA,1.45,NA,NA,sorghum,NA,NA,y,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1.28,chamber,NA,NA,NA,NA
quayle.33,Willbriggie,90mm_Irri,urea with 4 irrigation events of 90 mm,-34.48,145.95,NA,NA,2015,2014,urea,300,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,sandy clay loam,50.6,19.3,30.1,1.18,NA,6.83,NA,1.45,NA,NA,sorghum,NA,NA,y,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1.81,chamber,NA,NA,NA,NA
quayle.33,Willbriggie,120mm_Irri,urea with 3 irrigation events of 120 mm,-34.48,145.95,NA,NA,2015,2014,urea,300,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,sandy clay loam,50.6,19.3,30.1,1.18,NA,6.83,NA,1.45,NA,NA,sorghum,NA,NA,y,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1.71,chamber,NA,NA,NA,NA
quayle.27,"Griffith, New South Wales",Banna_Sand_Bare_Soil,irrigated fallow,-34.32,146.078,NA,NA,2016,2013,DAP & urea,100,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,sandy loam,74.2,7.8,18,0.93,0.08,8.5,NA,1.28,NA,NA,FALLOW,NA,NA,y,NA,20 kg N ha-1 DAP at sowing and 80 kg N ha-1 as labelled (60% enrichment) KNO3,NA,NA,NA,3,NA,NA,NA,NA,0.41,chamber,NA,NA,NA,NA
quayle.27,"Griffith, New South Wales",Banna_Sand_Wheat,irrigated wheat,-34.323,146.069,NA,NA,2016,2013,DAP & urea,100,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,sandy loam,74.2,7.8,18,0.93,0.08,8.5,NA,1.28,NA,NA,WHEAT,NA,NA,y,NA,20 kg N ha-1 DAP at sowing and 80 kg N ha-1 as labelled (60% enrichment) KNO3,NA,NA,NA,3,NA,NA,NA,NA,0.46,chamber,NA,NA,NA,NA
quayle.27,"Griffith, New South Wales",Hanwood_Loam_Bare_Soil,irrigated fallow,-34.603,146.382,NA,NA,2016,2013,DAP & urea,100,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,sandy loam,69.8,6.4,23.8,1.23,0.12,9,NA,1.49,NA,NA,FALLOW,NA,NA,y,NA,20 kg N ha-1 DAP at sowing and 80 kg N ha-1 as labelled (60% enrichment) KNO3,NA,NA,NA,3,NA,NA,NA,NA,0.59,chamber,NA,NA,NA,NA
quayle.27,"Griffith, New South Wales",Hanwood_Loam_Wheat,irrigated wheat,-34.32,146.078,NA,NA,2016,2013,DAP & urea,100,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,sandy loam,69.8,6.4,23.8,1.23,0.12,9,NA,1.49,NA,NA,WHEAT,NA,NA,y,NA,20 kg N ha-1 DAP at sowing and 80 kg N ha-1 as labelled (60% enrichment) KNO3,NA,NA,NA,3,NA,NA,NA,NA,0.43,chamber,NA,NA,NA,NA
quayle.27,"Griffith, New South Wales",Mundiwa_Clay_Loam_Bare_Soil,irrigated fallow,-34.323,146.069,NA,NA,2016,2013,DAP & urea,100,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,clay,34.7,24.7,40.5,1.17,0.11,8.4,NA,1.27,NA,NA,FALLOW,NA,NA,y,NA,20 kg N ha-1 DAP at sowing and 80 kg N ha-1 as labelled (60% enrichment) KNO3,NA,NA,NA,3,NA,NA,NA,NA,1.1,chamber,NA,NA,NA,NA
quayle.27,"Griffith, New South Wales",Mundiwa_Clay_Loam_Wheat,irrigated wheat,-34.603,146.382,NA,NA,2016,2013,DAP & urea,100,cropland,Australia,"Griffith, New South Wales",NA,17.35,NA,clay,34.7,24.7,40.5,1.17,0.11,8.4,NA,1.27,NA,NA,WHEAT,NA,NA,y,NA,20 kg N ha-1 DAP at sowing and 80 kg N ha-1 as labelled (60% enrichment) KNO3,NA,NA,NA,3,NA,NA,NA,NA,3.65,chamber,NA,NA,NA,NA
quayle.10,Griffith,Fertilizer,bare soil + fertilizer twice - 65 kg/ha of urea,-34.3,146.03,NA,NA,NA,2012-2013,Urea,130,cropland,Australia,NSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wheat/soybean,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quayle.10,Griffith,Bare,bare soil treatment,-34.3,146.03,NA,NA,NA,2012-2013,NA,0,cropland,Australia,NSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wheat/soybean,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quayle.10,Griffith,Stubbl,wheat stubble treatment,-34.3,146.03,NA,NA,NA,2012-2013,wheat stubbl,NA,cropland,Australia,NSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wheat/soybean,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quayle.10,Griffith,Soybean,"soybeans sown into wheat stubble, irrigation to meet soybean requirement",-34.3,146.03,NA,NA,NA,2012-2013,NA,NA,cropland,Australia,NSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wheat/soybean,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QuayleHiz,RiverinePlain,CONV,"conventional irrigation, one time urea application",-34.6032,146.382,NA,NA,2017,2014-2015,urea,280,cropland,Australia,NSW,NA,NA,Mundiwa Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,sorghum,NA,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1.37,chamber,NA,NA,NA,8.5
QuayleHiz,RiverinePlain,CONV-SPLIT,"conventional irrigation, splitting urea into two application",-34.6032,146.382,NA,NA,2017,2014-2015,urea,280,cropland,Australia,NSW,NA,NA,Mundiwa Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,sorghum,NA,NA,y,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1.01,chamber,NA,NA,NA,8.8
QuayleHiz,RiverinePlain,RED,"reduced deficit irrigation, one time urea applicaion",-34.6032,146.382,NA,NA,2017,2014-2015,urea,280,cropland,Australia,NSW,NA,NA,Mundiwa Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,sorghum,NA,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1.16,chamber,NA,NA,NA,9.3
QuayleHiz,RiverinePlain,RED-SPLIT,"reduced deficit irrigation, splitting urea into two application",-34.6032,146.382,NA,NA,2017,2014-2015,urea,280,cropland,Australia,NSW,NA,NA,Mundiwa Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,sorghum,NA,NA,y,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1.24,chamber,NA,NA,NA,8.1
Kaserstatt,Kaserstatt,NA,NA,47.7,11.8,1850,NA,2018,2011-2012,NA,NA,grassland,Austria,NA,1097,3,dystric cambisol,loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grassland,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,NA,NA,NA,NA
Verhoeven,CircleK,NA,NA,38.17,-121.28,2.13,2,2014,2010-2012,NA,NA,vine,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wine grape,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,NA,NA,NA,NA
Verhoeven,Dixon Ridge,NA,NA,38.31,-121.54,NA,1,2017,2012-2013,NA,NA,tree,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walnuts,NA,NA,Yes,NA,NA,NA,NA,NA,NA,yes,poultry manure,40.8,NA,NA,Chamber,NA,NA,NA,NA
Verhoeven,Prunes,NA,NA,38.31,-121.54,NA,1,2017,2012-2014,NA,NA,tree,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prunes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,NA,NA,NA,NA
Garland_TTT_vineyard,TTT_vineyard,NA,NA,39.3,-121.58,43,2,2011,2009-2010,NA,5,Row,USA,NA,NA,NA,NA,NA,48,33,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Chamber,NA,NA,NA,NA
Garland_TTT_vineyard,TTT_vineyard,NA,NA,39.3,-121.58,43,2,2011,2009-2010,NA,5,vine,USA,NA,NA,NA,NA,NA,48,33,19,NA,NA,NA,NA,NA,NA,NA,wine grape,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Chamber,NA,NA,NA,NA
AC_Japan,Nagoya University Forest,Urea,NA,35.812,137.834,1010,Level 1,2009,2010-2011,NA,NA,NA,Japan,Toyota,2200,10,inceptisols,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cedar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,0.04,30,NA,NA
AC_Japan,Nagoya University Forest,NO,0N,35.812,137.834,1010,Level 1,2009,2010-2011,NA,NA,NA,Japan,Toyota,2200,10,inceptisols,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cedar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,0.04,30,NA,NA
fogarty.8,Hamilton,T1,winter wheat planted by direct drilling into sprayed out long term pasture,-37.73,142.02,NA,NA,NA,2010-2011,NA,NA,cropland,Australia,Victoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,NA,NA,NA,NA
fogarty.8,Hamilton,T2,"As for treatment 1, with nitrification inhibitor sprayed onto the plots as DCD at 10 kg/ha",-37.73,142.02,NA,NA,NA,2010-2011,NA,NA,cropland,Australia,Victoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,NA,NA,NA,NA
fogarty.8,Hamilton,T3,winter wheat planted after conventional cultivation of the soil,-37.73,142.02,NA,NA,NA,2010-2011,NA,NA,cropland,Australia,Victoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,NA,NA,NA,NA
fogarty.8,Hamilton,T4,"As for treatment 3, with DCD also applied at least twice during the year",-37.73,142.02,NA,NA,NA,2010-2011,NA,NA,cropland,Australia,Victoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,NA,NA,NA,NA
dougherty.6,Nearby Sydney,urea,Standard urea applied,-34.1,150.7,NA,NA,2016,2012-2014,Urea,100,cropland,Australia,Sydney,788,NA,NA,NA,NA,NA,22,2.9,0.24,5.4,NA,1.36,NA,NA,pasture,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,0.25,NA,38.1,NA
dougherty.6,Nearby Sydney,urea+DMPP,Urea and nitrification inhibitor applied,-34.1,150.7,NA,NA,2016,2012-2014,Urea,100,cropland,Australia,Sydney,788,NA,NA,NA,NA,NA,22,2.9,0.24,5.4,NA,1.36,NA,NA,pasture,NA,NA,yes,NA,NA,DMPP,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,0.25,NA,37.4,NA
dougherty.6,Nearby Sydney,urea+NBPT,Urea and urease inhibitor applied,-34.1,150.7,NA,NA,2016,2012-2014,Urea,100,cropland,Australia,Sydney,788,NA,NA,NA,NA,NA,22,2.9,0.24,5.4,NA,1.36,NA,NA,pasture,NA,NA,yes,NA,NA,NBPT,NA,NA,NA,NA,NA,NA,NA,NA,Chamber,0.25,NA,39.3,NA
Fuchs.Chamau,Chamau,ParcelA.Control,Grassland with 4-6 harvests and post harvest slurry application,47.12,8.24,393,NA,2019,2013-2016,liquid slurry,266,grassland,Switzerland,Zurich,1151,9.8,gleysolûcambisol,NA,35.8,45.2,19,NA,NA,6.5,NA,1.1,NA,NA,pasture,NA,NA,No,No,liquid slurry,NA,NA,NA,NA,yes,liquid slurry,266,NA,NA,eddy covariance,NA,NA,NA,NA
Fuchs.Chamau,Chamau,ParcelB.Control,Grassland with 4-6 harvests and post harvest slurry application,47.12,8.24,393,NA,2019,2013-2014,liquid slurry,266,grassland,Switzerland,Zurich,1151,9.8,gleysolûcambisol,NA,35.8,45.2,19,NA,NA,6.5,NA,1.1,NA,NA,pasture,NA,NA,No,No,liquid slurry,NA,NA,NA,NA,yes,liquid slurry,266,NA,NA,eddy covariance,NA,NA,NA,NA
Fuchs.Chamau,Chamau,ParcelB.Clover,"Clover oversowed on grass, no liquid slurry applied",47.12,8.24,393,NA,2019,2015-2016,None,0,grassland,Switzerland,Zurich,1151,9.8,gleysolûcambisol,NA,35.8,45.2,19,NA,NA,6.5,NA,1.1,NA,NA,pasture,NA,NA,No,No,None,NA,NA,NA,NA,No,NA,NA,NA,NA,eddy covariance,NA,NA,NA,NA
Howland,Howland Forest research site,wetland,"sphagnum-dominated, underlain by peat deposits approximately 1m deep",45.2,-68.74,NA,NA,2020,2012-2016,NA,NA,Forest,USA,Central Maine,1000,5.5,Orthic Humo-Ferric Podzols,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Howland,Howland Forest research site,transitional,"sphagnum-dominated, characterized by sporadic inundation",45.2,-68.74,NA,NA,2020,2012-2016,NA,NA,Forest,USA,Central Maine,1000,5.5,Orthic Humo-Ferric Podzols,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Howland,Howland Forest research site,transitional-control,NA,45.2,-68.74,NA,NA,2020,2012-2016,NA,NA,Forest,USA,Central Maine,1000,5.5,Orthic Humo-Ferric Podzols,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Howland,Howland Forest research site,upland-control,"forest-dominated, characterized by well-drained soils",45.2,-68.74,NA,NA,2020,2012-2016,NA,NA,Forest,USA,Central Maine,1000,5.5,Orthic Humo-Ferric Podzols,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Howland,Howland Forest research site,upland-trenched,upland type with root exclusion trenches 1 m deep,45.2,-68.74,NA,NA,2020,2012-2016,NA,NA,Forest,USA,Central Maine,1000,5.5,Orthic Humo-Ferric Podzols,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wang.4,Mackay,Fallow_sugarcane,Bare fallow - sugarcane + no fertiliser N,-21.14,149.19,NA,NA,NA,2009-2011,NA,NA,cropland,Australia,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sugarcane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,NA,NA
wang.4,Mackay,Soybean_sugarcane,Soybean fallow - sugarcane + no fertiliser N.,-21.14,149.19,NA,NA,NA,2009-2011,NA,NA,cropland,Australia,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sugarcane-soybean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,NA,NA
wang.4,Mackay,Fallow_sugarcane.150N,Bare fallow - sugarcane + 150 kg N/ha as urea,-21.14,149.19,NA,NA,NA,2009-2011,Urea,150,cropland,Australia,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sugarcane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,NA,NA
wang.4,Mackay,Soybean_sugarcane.75N,Soybean fallow - sugarcane + 75 kg N/ha as urea.,-21.14,149.19,NA,NA,NA,2009-2011,Urea,75,cropland,Australia,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sugarcane-soybean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,NA,NA
wang.4,Mackay,Fallow_sugarcane.150N_inhib,Bare fallow - sugarcane + 150 kg N/ha as urea with a nitrification inhibitor DMPP.,-21.14,149.19,NA,NA,NA,2009-2011,Urea,150,cropland,Australia,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sugarcane,NA,NA,NA,NA,NA,DMPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,NA,NA
KYBGGHG,Bowling Green,SuperU,SuperU(46% N),36.9275,-86.468,167,NA,2011,2009-2010,SuperU(46% N),168,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,SuperU(46% N),NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,9.635,NA
KYBGGHG,Bowling Green,UAN,liquid UAN(28% N),36.9275,-86.468,167,NA,2011,2009-2010,liquid UAN(28% N),168,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,liquid UAN(28% N),NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,9.115,NA
KYBGGHG,Bowling Green,UAN+AgrotainPlus,UAN+AgrotainPlus,36.9275,-86.468,167,NA,2011,2009-2010,UAN+AgrotainPlus,168,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,UAN#+AgrotainPlus,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,9.07,NA
KYBGGHG,Bowling Green,ESN,ESN(44% N),36.9275,-86.468,167,NA,2011,2009-2010,ESN(44% N),168,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,ESN(44% N),NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,8.875,NA
KYBGGHG,Bowling Green,Urea,dry granular urea (46% N),36.9275,-86.468,167,NA,2011,2009-2010,dry granular urea (46% N),168,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,dry granular urea (46% N),NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,9.225,NA
KYBGGHG,Bowling Green,NH4NO3,ammonium nitrate(34% N),36.9275,-86.468,167,NA,2011,2009-2010,ammonium nitrate(34% N),168,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,ammonium nitrate(34% N),NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,9.255,NA
KYBGGHG,Bowling Green,Poultry litter,Poultry litter(3% N),36.9275,-86.468,167,NA,2011,2009-2010,Poultry litter(3% N),168,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,Poultry litter(3% N),NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,9.085,NA
KYBGGHG,Bowling Green,Poultry little+AgrotainPlus,Poultry little+AgrotainPlus,36.9275,-86.468,167,NA,2011,2009-2010,Poultry little+AgrotainPlus,168,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,Poultry little+AgrotainPlus,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,8.515,NA
KYBGGHG,Bowling Green,Control,no fertilizer applied,36.9275,-86.468,167,NA,2011,2009-2010,NA,0,cropland,USA,"Bowling Green, KY",1300,14.5,silt loam,NA,3,65,32,NA,NA,5.8,NA,NA,NA,NA,corn,-9999,nt,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.90E-02,15,6.325,NA
MNRsmt,St. Paul,CC-AA,"Continuous corn, anhydrous ammonia",44.75,-93.07,294,NA,2010,2005-2007,anhydrous ammonia,150,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.24,NA,NA,NA,NA,Corn,NA,CT,no,NA,anhydrous ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,1.48E-02,30,NA,NA
MNRsmt,St. Paul,CC-IU,"Continuous corn, urea",44.75,-93.07,294,NA,2010,2005-2007,Urea,150,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.24,NA,NA,NA,NA,Corn,NA,CT,no,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,1.48E-02,30,NA,NA
MNRsmt,St. Paul,CS-AA,"Corn-soybean (corn odd years), anhydrous ammonia",44.75,-93.07,294,NA,2010,2005-2007,anhydrous ammonia,150,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.82,NA,NA,NA,NA,"Corn, Soybean",NA,CT,no,NA,anhydrous ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,1.48E-02,30,NA,NA
MNRsmt,St. Paul,CS-IU,"Corn-soybean (corn odd years), urea",44.75,-93.07,294,NA,2010,2005-2007,Urea,150,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.82,NA,NA,NA,NA,"Corn, Soybean",NA,CT,no,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,1.48E-02,30,NA,NA
MNRsmt,St. Paul,SC-AA,"Corn-soybean (soybean odd years), anhydrous ammonia",44.75,-93.07,294,NA,2010,2005-2007,anhydrous ammonia,150,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.78,NA,NA,NA,NA,"Corn, Soybean",NA,CT,no,NA,anhydrous ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,1.48E-02,30,NA,NA
MNRsmt,St. Paul,SC-IU,"Corn-soybean (soybean odd years), urea",44.75,-93.07,294,NA,2010,2005-2007,Urea,150,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.78,NA,NA,NA,NA,"Corn, Soybean",NA,CT,no,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,1.48E-02,30,NA,NA
MNRsmt_b,St. Paul,CT,conventional tillage,44.75,-93.07,294,NA,2006,2000-2005,Urea,110,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.82,NA,NA,NA,NA,corn-soybean rotation,NA,CT,NA,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,vented chamber,1.50E-02,30,NA,NA
MNRsmt_b,St. Paul,BT,biennial tillage,44.75,-93.07,294,NA,2006,2000-2005,Urea,110,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.78,NA,NA,NA,NA,corn-soybean rotation,NA,BT,NA,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,vented chamber,1.50E-02,30,NA,NA
MNRsmt_b,St. Paul,NT,no tillage,44.75,-93.07,294,NA,2006,2000-2005,Urea,110,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,2.6,NA,5.78,NA,NA,NA,NA,corn-soybean rotation,NA,NT,NA,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,vented chamber,1.50E-02,30,NA,NA
MNRsmt_a,St. Paul,BI-U,"Urea applied, broadcasting with incorporation",44.99,-93.17,294,NA,2013,2011-2012,Urea,180,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,3.9,NA,NA,NA,NA,NA,NA,MAIZE,NA,CT,NA,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,1.48E-02,30,NA,NA
MNRsmt_a,St. Paul,BI-PCU,"Polymercoated urea applied, broadcasting with incorporation",44.99,-93.17,294,NA,2013,2011-2012,polymer urea,180,cropland,USA,"St. Paul, MN",879,6.4,Waukegan silt loam,NA,22,55,23,3.9,NA,NA,NA,NA,NA,NA,MAIZE,NA,CT,NA,NA,polymer urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,1.0148,30,NA,NA
